Claim_ID,Policy_ID,Date_of_Loss,Report_Date,Total_Paid_Amount,Coverage_Type,Bodily_Injury_Limit_Per_Person,Property_Damage_Limit,Collision_Deductible,Policy_Tenure_Months,Driver_Age,Insurance_Score_Band,Vehicle_Age_Years,Vehicle_ACV,Vehicle_Segment,Urbanicity,Repair_Cost_Index,Medical_Cost_Index,Weather_Cat_Risk_Index,Report_Lag_Days,Collision_Type,Injury_Indicator,At_Fault_Indicator,Multi_Vehicle_Flag,Weather_At_LOSS,Prior_Claims_Count_36M,Moving_Violations_36M,Attorney_Rep_At_FNOL
CLM1003258,POL2003258,2024-12-18,2024-12-20,3045.56,Liability,100000,100000,500,230,66,A_VeryGood,0,10655.0,Economy,Suburban,0.877,0.985,0.252,2,RearEnd,False,Shared,True,Clear,0,0,False
CLM1003259,POL2003259,2024-01-11,2024-01-13,3240.44,Liability,25000,25000,500,229,47,B_Good,5,12760.0,Economy,Suburban,1.02,1.18,0.292,2,Sideswipe,False,Insured,True,Clear,1,1,False
CLM1003260,POL2003260,2024-07-30,2024-08-03,3328.49,UM_UIM,100000,25000,1500,196,55,A_VeryGood,10,8785.0,Sedan,Urban,1.088,1.007,0.806,4,Angle,False,ThirdParty,True,Clear,1,0,False
CLM1003261,POL2003261,2024-07-31,2024-08-21,4050.01,Liability,100000,25000,500,124,28,C_Average,16,8795.0,Sedan,Urban,1.21,1.23,0.393,21,SingleVehicle,False,ThirdParty,False,Clear,0,1,False
CLM1003262,POL2003262,2025-04-03,2025-04-05,6473.72,Collision,100000,10000,500,55,24,C_Average,7,19546.0,SUV,Suburban,1.136,0.966,0.178,2,HeadOn,True,ThirdParty,False,Clear,2,1,False
CLM1003263,POL2003263,2023-10-30,2023-11-20,3430.09,Collision,100000,100000,500,127,67,C_Average,9,32298.0,Luxury,Suburban,1.118,0.984,0.194,21,RearEnd,False,ThirdParty,True,Clear,0,1,False
CLM1003264,POL2003264,2024-07-07,2024-07-07,11633.56,Collision,100000,100000,1500,162,47,C_Average,5,39083.0,Luxury,Rural,0.839,0.873,0.22,0,HeadOn,False,Insured,True,Clear,0,0,False
CLM1003265,POL2003265,2025-02-06,2025-02-10,3421.31,Liability,100000,100000,1500,199,73,B_Good,15,7049.0,Van,Urban,1.14,1.268,0.527,4,Sideswipe,False,Insured,True,Clear,0,1,False
CLM1003266,POL2003266,2024-10-12,2024-10-14,4048.81,Collision,100000,50000,500,33,73,A_VeryGood,3,34836.0,Pickup,Urban,1.325,1.352,0.358,2,RearEnd,False,Insured,False,Clear,0,0,True
CLM1003267,POL2003267,2025-04-14,2025-04-21,3260.71,Collision,25000,10000,2000,228,60,D_BelowAvg,12,19188.0,Pickup,Urban,1.019,1.34,0.405,7,RearEnd,False,ThirdParty,True,Rain,0,1,False
CLM1003268,POL2003268,2025-07-11,2025-07-14,5258.95,Liability,500000,50000,500,81,53,B_Good,3,22832.0,SUV,Suburban,1.049,1.194,0.509,3,RearEnd,False,Shared,True,Clear,0,1,False
CLM1003269,POL2003269,2025-05-04,2025-05-18,3083.57,Collision,250000,50000,1000,106,20,C_Average,1,34687.0,SUV,Rural,1.016,0.964,0.493,14,SingleVehicle,False,ThirdParty,False,Clear,0,1,True
CLM1003270,POL2003270,2024-06-16,2024-06-16,634.7,Collision,100000,10000,1000,158,25,D_BelowAvg,13,10186.0,Van,Urban,1.085,0.964,0.225,0,Angle,True,Insured,False,Wind,1,0,False
CLM1003271,POL2003271,2024-01-18,2024-01-19,530.9,Collision,100000,10000,500,101,66,C_Average,17,5000.0,Economy,Rural,0.954,0.879,0.283,1,Angle,False,ThirdParty,True,Clear,1,2,False
CLM1003272,POL2003272,2023-12-18,2023-12-21,7124.51,Liability,100000,10000,1500,233,24,D_BelowAvg,21,5869.0,SUV,Suburban,0.912,0.962,0.438,3,RearEnd,False,Insured,True,Clear,1,0,False
CLM1003273,POL2003273,2025-01-25,2025-01-29,6770.76,UM_UIM,25000,100000,2500,229,26,E_Poor,13,17777.0,Pickup,Urban,1.26,1.197,0.331,4,Sideswipe,False,Insured,False,Clear,0,0,False
CLM1003274,POL2003274,2024-01-16,2024-01-17,5611.19,PIP,100000,50000,500,61,66,D_BelowAvg,10,11533.0,SUV,Urban,1.183,1.383,0.372,1,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003275,POL2003275,2025-06-18,2025-06-28,11852.79,Liability,50000,10000,1000,19,20,B_Good,12,16724.0,Pickup,Urban,1.207,1.383,0.267,10,SingleVehicle,True,ThirdParty,False,Rain,1,0,False
CLM1003276,POL2003276,2024-12-11,2024-12-12,2383.46,Collision,50000,10000,500,142,28,A_VeryGood,4,12531.0,Sedan,Urban,1.131,1.203,0.353,1,Angle,False,Insured,True,Clear,1,0,False
CLM1003277,POL2003277,2023-11-11,2023-12-02,508.12,Collision,100000,25000,1000,171,33,B_Good,13,8527.0,Van,Suburban,0.903,0.986,0.079,21,Parked,False,ThirdParty,True,Clear,1,0,False
CLM1003278,POL2003278,2025-05-15,2025-06-05,3098.33,Collision,25000,10000,500,14,17,C_Average,7,14224.0,Sedan,Urban,1.278,1.321,0.249,21,Sideswipe,False,Insured,True,Rain,0,1,True
CLM1003279,POL2003279,2024-03-05,2024-03-05,4403.46,Liability,25000,25000,1000,122,29,A_VeryGood,2,17231.0,Sedan,Suburban,1.087,1.078,0.208,0,RearEnd,False,Insured,False,Rain,0,0,False
CLM1003280,POL2003280,2025-10-09,2025-10-13,4906.32,PIP,100000,50000,1500,151,63,A_VeryGood,8,17373.0,Sedan,Urban,1.22,1.142,0.073,4,RearEnd,False,Insured,False,Rain,1,0,False
CLM1003281,POL2003281,2024-04-28,2024-05-12,1142.87,Collision,50000,25000,500,12,54,C_Average,6,11372.0,Sedan,Urban,1.254,1.324,0.139,14,Parked,False,Shared,True,Clear,1,0,False
CLM1003282,POL2003282,2024-11-20,2024-11-20,2345.79,Comprehensive,100000,10000,1500,160,77,B_Good,3,24287.0,SUV,Rural,0.913,0.891,0.039,0,RearEnd,True,ThirdParty,True,Rain,0,0,False
CLM1003283,POL2003283,2024-09-17,2024-09-23,13378.51,UM_UIM,250000,50000,500,93,42,A_VeryGood,5,32742.0,Sports,Suburban,1.062,0.888,0.118,6,RearEnd,True,Shared,True,Rain,0,1,False
CLM1003284,POL2003284,2024-06-28,2024-07-01,2210.02,Collision,250000,25000,500,51,25,E_Poor,11,15617.0,SUV,Urban,1.115,1.327,0.349,3,Angle,True,Insured,True,Clear,1,1,False
CLM1003285,POL2003285,2024-02-18,2024-02-21,1598.37,Comprehensive,100000,10000,1500,108,36,B_Good,17,14989.0,Luxury,Rural,0.927,0.92,0.355,3,Parked,False,Shared,False,Rain,0,2,False
CLM1003286,POL2003286,2023-11-29,2023-11-30,4845.86,UM_UIM,25000,100000,1000,102,78,B_Good,6,45795.0,Sports,Suburban,0.955,1.063,0.219,1,RearEnd,False,ThirdParty,True,Rain,1,1,False
CLM1003287,POL2003287,2024-11-12,2024-11-18,2930.7,Liability,100000,25000,1000,115,53,A_VeryGood,8,21260.0,Van,Urban,1.192,1.273,0.45,6,Parked,False,Insured,True,Clear,1,0,False
CLM1003288,POL2003288,2025-10-02,2025-10-02,1960.85,Collision,50000,50000,1000,113,84,B_Good,0,28531.0,SUV,Suburban,0.938,0.786,0.179,0,RearEnd,False,Insured,False,Clear,0,0,False
CLM1003289,POL2003289,2024-06-23,2024-06-23,2718.51,PIP,50000,10000,500,191,67,A_VeryGood,16,11352.0,SUV,Urban,1.229,1.272,0.003,0,RearEnd,False,Unknown,False,Rain,1,1,False
CLM1003290,POL2003290,2024-05-22,2024-05-23,4306.76,Liability,250000,50000,1000,56,31,A_VeryGood,10,31132.0,Luxury,Urban,1.258,1.166,0.095,1,SingleVehicle,False,Insured,True,Clear,0,1,True
CLM1003291,POL2003291,2025-02-05,2025-03-07,3356.35,Liability,100000,25000,500,152,25,B_Good,12,11599.0,Sedan,Urban,1.234,1.168,0.52,30,Sideswipe,False,ThirdParty,True,Clear,0,0,False
CLM1003292,POL2003292,2025-10-14,2025-10-16,6946.82,Liability,25000,25000,500,67,20,A_VeryGood,10,17742.0,Sports,Rural,0.845,0.91,0.178,2,SingleVehicle,False,Shared,True,Ice,0,0,True
CLM1003293,POL2003293,2024-11-06,2024-11-06,11138.66,UM_UIM,100000,10000,1000,105,73,A_VeryGood,12,23661.0,SUV,Suburban,0.956,1.033,0.411,0,SingleVehicle,True,ThirdParty,False,Snow,0,1,False
CLM1003294,POL2003294,2025-09-21,2025-09-23,2088.23,Liability,100000,10000,1500,71,21,B_Good,13,10961.0,SUV,Suburban,1.053,1.01,0.124,2,SingleVehicle,False,Insured,False,Rain,0,0,False
CLM1003295,POL2003295,2025-02-27,2025-03-06,6536.14,Liability,100000,25000,500,165,80,A_VeryGood,17,12693.0,Pickup,Urban,1.301,1.215,0.285,7,HeadOn,True,Insured,False,Rain,1,0,True
CLM1003296,POL2003296,2025-05-20,2025-05-24,4059.93,Liability,25000,50000,2500,209,29,B_Good,9,12888.0,Pickup,Urban,1.178,1.187,0.069,4,SingleVehicle,False,ThirdParty,False,Clear,1,1,False
CLM1003297,POL2003297,2024-04-12,2024-04-18,8049.53,UM_UIM,100000,50000,1000,214,64,C_Average,11,21942.0,Sports,Urban,1.288,1.073,0.319,6,Angle,False,Insured,True,Clear,1,2,False
CLM1003298,POL2003298,2024-11-21,2024-12-01,5398.12,Liability,100000,50000,500,153,44,C_Average,12,7204.0,Van,Suburban,1.037,1.082,0.141,10,RearEnd,False,Insured,True,Clear,1,0,False
CLM1003299,POL2003299,2025-03-15,2025-03-16,0.0,Comprehensive,100000,10000,1500,8,24,A_VeryGood,16,6708.0,Sedan,Rural,1.011,0.932,0.104,1,SingleVehicle,False,Unknown,False,Rain,1,1,False
CLM1003300,POL2003300,2024-07-06,2024-07-07,4325.62,Collision,250000,25000,500,10,68,C_Average,9,21501.0,Luxury,Suburban,1.069,1.036,0.449,1,RearEnd,False,Insured,True,Ice,0,0,False
CLM1003301,POL2003301,2025-04-04,2025-04-18,4473.24,Liability,100000,50000,500,148,83,C_Average,10,14042.0,Pickup,Urban,1.297,1.357,0.244,14,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1003302,POL2003302,2024-07-24,2024-07-25,1122.3,Collision,250000,50000,500,229,41,B_Good,7,14984.0,Sedan,Rural,0.75,0.861,0.189,1,RearEnd,False,Insured,True,Clear,0,1,False
CLM1003303,POL2003303,2025-03-26,2025-03-29,2855.6,Liability,250000,25000,1000,141,83,B_Good,8,20539.0,Van,Suburban,1.016,1.096,0.188,3,Sideswipe,False,Shared,True,Clear,0,0,False
CLM1003304,POL2003304,2024-09-11,2024-09-21,3266.57,Collision,50000,10000,500,0,49,A_VeryGood,5,16070.0,Sedan,Urban,1.388,0.993,0.368,10,RearEnd,False,ThirdParty,True,Rain,0,1,False
CLM1003305,POL2003305,2023-12-04,2023-12-08,39.45,Comprehensive,25000,25000,1000,209,63,B_Good,5,17479.0,Economy,Rural,0.979,0.779,0.026,4,Sideswipe,False,Insured,False,Clear,0,1,True
CLM1003306,POL2003306,2023-12-25,2024-01-15,715.19,Collision,100000,25000,2000,30,65,C_Average,12,18613.0,Luxury,Urban,1.113,1.25,0.364,21,SingleVehicle,False,ThirdParty,False,Snow,0,0,False
CLM1003307,POL2003307,2025-09-05,2025-09-05,4601.03,Liability,50000,25000,1000,128,39,B_Good,0,37797.0,Sports,Urban,1.296,1.22,0.129,0,RearEnd,False,Insured,True,Rain,1,0,False
CLM1003308,POL2003308,2025-01-22,2025-01-26,540.46,Comprehensive,100000,25000,1000,155,33,C_Average,6,11723.0,Sedan,Urban,1.192,1.225,0.271,4,Angle,True,Insured,True,Snow,0,0,False
CLM1003309,POL2003309,2024-12-10,2024-12-13,3692.24,Collision,50000,25000,1000,66,33,B_Good,8,25773.0,SUV,Suburban,0.971,0.972,0.223,3,Angle,False,Shared,False,Clear,2,1,False
CLM1003310,POL2003310,2025-04-30,2025-05-02,3702.4,Liability,250000,100000,1500,26,33,A_VeryGood,9,37739.0,Luxury,Urban,1.195,1.027,0.336,2,RearEnd,False,ThirdParty,True,Clear,0,1,False
CLM1003311,POL2003311,2024-05-01,2024-05-02,5055.56,Liability,50000,10000,1000,209,71,D_BelowAvg,16,5000.0,Economy,Suburban,1.067,1.009,0.136,1,RearEnd,False,Insured,False,Clear,0,1,False
CLM1003312,POL2003312,2024-07-08,2024-07-09,2968.82,Collision,500000,25000,500,213,64,E_Poor,5,17903.0,Sedan,Suburban,1.035,0.948,0.603,1,Sideswipe,False,Insured,False,Fog,1,1,False
CLM1003313,POL2003313,2024-08-27,2024-09-06,644.96,UM_UIM,25000,10000,1000,103,44,A_VeryGood,8,19224.0,Van,Suburban,0.982,0.995,0.123,10,Parked,False,ThirdParty,True,Clear,0,2,False
CLM1003314,POL2003314,2025-02-07,2025-02-09,2738.05,Collision,500000,50000,1500,188,35,D_BelowAvg,5,25765.0,SUV,Suburban,0.83,1.091,0.349,2,RearEnd,False,Unknown,True,Clear,0,0,False
CLM1003315,POL2003315,2024-10-27,2024-10-27,10681.81,Liability,100000,25000,500,162,31,B_Good,2,26550.0,Sports,Suburban,1.047,0.967,0.122,0,Angle,True,Shared,True,Rain,2,0,False
CLM1003316,POL2003316,2024-05-01,2024-05-06,6057.69,Liability,100000,25000,1000,135,74,C_Average,14,7328.0,SUV,Suburban,0.982,1.151,0.585,5,Angle,False,ThirdParty,True,Clear,0,1,False
CLM1003317,POL2003317,2024-10-27,2024-11-06,6043.38,Liability,25000,100000,0,22,21,A_VeryGood,2,25170.0,SUV,Urban,1.191,1.306,0.515,10,RearEnd,False,Insured,True,Clear,0,1,False
CLM1003318,POL2003318,2024-07-15,2024-07-17,632.82,Collision,250000,250000,1000,23,43,D_BelowAvg,10,11902.0,Sedan,Urban,1.169,1.398,0.514,2,Other,False,Insured,True,Clear,0,1,False
CLM1003319,POL2003319,2024-04-14,2024-04-14,2621.08,Collision,50000,10000,1000,235,26,C_Average,2,30902.0,Pickup,Rural,0.892,1.112,0.397,0,Sideswipe,False,Insured,False,Clear,0,2,False
CLM1003320,POL2003320,2024-03-04,2024-03-10,139.51,Collision,50000,10000,1000,121,41,A_VeryGood,11,7181.0,Economy,Suburban,1.138,1.022,0.583,6,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003321,POL2003321,2024-04-26,2024-05-01,2009.75,Liability,100000,25000,500,44,32,C_Average,13,7867.0,Economy,Rural,0.865,0.836,0.617,5,Angle,False,ThirdParty,False,Clear,1,0,True
CLM1003322,POL2003322,2024-11-12,2024-11-17,5694.07,Liability,25000,100000,500,41,40,C_Average,20,5000.0,Sedan,Urban,1.226,1.084,0.234,5,RearEnd,False,Insured,True,Clear,1,0,False
CLM1003323,POL2003323,2024-07-07,2024-07-07,1860.82,Liability,50000,10000,500,107,39,B_Good,8,36794.0,Pickup,Rural,0.944,1.04,0.224,0,SingleVehicle,False,ThirdParty,False,Clear,0,0,False
CLM1003324,POL2003324,2024-08-19,2024-08-19,5922.02,Liability,25000,25000,1000,60,36,E_Poor,4,12146.0,Sedan,Urban,1.191,1.128,0.173,0,Angle,False,Insured,True,Clear,0,1,False
CLM1003325,POL2003325,2025-05-08,2025-06-07,5800.38,Liability,50000,25000,500,30,64,A_VeryGood,11,12236.0,Pickup,Suburban,1.013,1.025,0.118,30,SingleVehicle,False,Shared,False,Snow,0,1,False
CLM1003326,POL2003326,2025-03-06,2025-03-09,1768.83,Collision,25000,50000,500,33,44,B_Good,11,13622.0,SUV,Urban,0.976,1.176,0.546,3,SingleVehicle,False,Insured,False,Clear,0,1,False
CLM1003327,POL2003327,2024-08-30,2024-08-31,3125.67,Liability,25000,25000,1000,176,85,C_Average,7,22204.0,Pickup,Rural,0.858,0.967,0.638,1,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003328,POL2003328,2024-12-08,2024-12-08,1459.05,Liability,500000,25000,500,112,41,C_Average,7,23864.0,SUV,Suburban,1.007,0.952,0.164,0,Parked,False,ThirdParty,True,Wind,2,0,False
CLM1003329,POL2003329,2023-11-13,2023-11-15,3286.79,Liability,50000,10000,2000,214,65,C_Average,8,23738.0,SUV,Urban,1.19,1.288,0.254,2,Sideswipe,False,ThirdParty,True,Clear,0,0,False
CLM1003330,POL2003330,2024-08-09,2024-08-10,12076.68,Liability,50000,10000,1000,238,64,C_Average,1,24323.0,Van,Rural,0.921,0.919,0.37,1,RearEnd,True,Insured,True,Clear,0,1,False
CLM1003331,POL2003331,2024-09-10,2024-09-10,753.76,Collision,50000,25000,500,158,69,C_Average,10,7731.0,Economy,Rural,0.841,0.852,0.372,0,Sideswipe,True,Insured,True,Clear,1,0,False
CLM1003332,POL2003332,2024-05-19,2024-05-23,8649.14,Liability,50000,50000,1500,47,22,A_VeryGood,5,26487.0,Sports,Urban,1.32,1.086,0.149,4,SingleVehicle,False,ThirdParty,True,Snow,2,2,False
CLM1003333,POL2003333,2024-03-10,2024-03-10,1369.9,PIP,100000,25000,500,58,20,C_Average,7,43640.0,Luxury,Suburban,0.988,1.092,0.385,0,Sideswipe,False,ThirdParty,True,Clear,1,0,False
CLM1003334,POL2003334,2025-04-08,2025-04-29,7222.49,Liability,250000,50000,2000,65,52,A_VeryGood,12,20859.0,SUV,Suburban,0.75,1.037,0.332,21,SingleVehicle,True,ThirdParty,False,Clear,0,1,False
CLM1003335,POL2003335,2023-10-25,2023-10-25,2141.37,Collision,100000,25000,500,1,59,E_Poor,0,16737.0,Sedan,Urban,1.123,1.022,0.253,0,SingleVehicle,False,Insured,False,Clear,1,0,False
CLM1003336,POL2003336,2025-09-28,2025-10-12,2115.29,Liability,25000,50000,500,201,18,A_VeryGood,11,17382.0,SUV,Suburban,1.022,0.947,0.55,14,Sideswipe,False,Insured,False,Snow,0,0,False
CLM1003337,POL2003337,2025-09-28,2025-09-29,525.64,Collision,25000,50000,500,233,46,D_BelowAvg,21,5109.0,Sedan,Rural,0.903,0.868,0.271,1,Angle,True,ThirdParty,False,Rain,0,0,False
CLM1003338,POL2003338,2025-01-14,2025-01-15,1439.1,Comprehensive,50000,50000,1000,55,27,D_BelowAvg,10,22036.0,Pickup,Urban,1.207,1.183,0.34,1,RearEnd,False,Insured,True,Rain,0,0,False
CLM1003339,POL2003339,2024-05-17,2024-05-24,4957.13,Liability,50000,25000,1500,83,56,E_Poor,17,5809.0,SUV,Urban,1.322,1.382,0.138,7,SingleVehicle,False,Insured,False,Clear,1,0,False
CLM1003340,POL2003340,2024-05-17,2024-05-20,771.63,Collision,50000,25000,1000,189,54,B_Good,11,11405.0,Sedan,Urban,0.969,1.244,0.345,3,RearEnd,False,Unknown,True,Rain,1,2,False
CLM1003341,POL2003341,2024-11-11,2024-11-11,4871.89,PIP,25000,50000,2000,36,62,D_BelowAvg,8,13952.0,Van,Urban,1.162,1.204,0.553,0,Sideswipe,True,Insured,True,Snow,0,0,False
CLM1003342,POL2003342,2025-02-15,2025-03-01,4428.21,UM_UIM,50000,50000,1500,54,85,C_Average,3,34727.0,SUV,Suburban,0.99,1.057,0.192,14,SingleVehicle,False,ThirdParty,False,Clear,1,1,False
CLM1003343,POL2003343,2024-07-03,2024-07-06,872.98,Comprehensive,100000,50000,1000,74,76,A_VeryGood,15,14315.0,SUV,Suburban,1.005,1.038,0.397,3,Other,False,ThirdParty,True,Clear,0,0,False
CLM1003344,POL2003344,2024-09-01,2024-09-04,11341.62,UM_UIM,100000,50000,0,129,40,D_BelowAvg,9,8950.0,Sedan,Urban,1.125,1.103,0.179,3,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003345,POL2003345,2023-11-23,2023-11-24,4494.33,UM_UIM,500000,50000,1000,75,77,B_Good,12,14219.0,Sedan,Urban,1.162,1.27,0.181,1,SingleVehicle,False,Unknown,False,Rain,1,1,False
CLM1003346,POL2003346,2025-07-23,2025-08-02,552.07,Collision,50000,25000,1000,110,52,D_BelowAvg,18,15185.0,Luxury,Suburban,0.927,1.185,0.186,10,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1003347,POL2003347,2025-08-03,2025-08-07,5609.64,Collision,50000,50000,500,185,73,A_VeryGood,1,37528.0,Sports,Suburban,1.07,1.0,0.373,4,Angle,True,Insured,True,Clear,0,0,False
CLM1003348,POL2003348,2024-04-24,2024-04-24,4439.28,UM_UIM,100000,25000,1500,220,56,B_Good,5,25184.0,Luxury,Suburban,0.989,1.2,0.41,0,SingleVehicle,False,Insured,False,Ice,2,0,False
CLM1003349,POL2003349,2025-08-29,2025-09-12,2262.07,Collision,250000,25000,1000,122,84,A_VeryGood,15,18152.0,Luxury,Suburban,1.07,1.024,0.388,14,Sideswipe,True,Shared,True,Clear,0,0,False
CLM1003350,POL2003350,2025-06-26,2025-06-29,8875.22,Liability,100000,25000,0,170,47,B_Good,5,15236.0,Sedan,Suburban,1.016,1.026,0.505,3,HeadOn,False,ThirdParty,True,Clear,0,1,False
CLM1003351,POL2003351,2024-02-29,2024-03-01,698.14,Collision,25000,10000,1500,165,70,B_Good,15,14446.0,Luxury,Rural,0.86,0.964,0.423,1,SingleVehicle,False,ThirdParty,False,Rain,0,0,False
CLM1003352,POL2003352,2024-02-04,2024-02-04,5639.22,Liability,100000,25000,500,103,41,A_VeryGood,8,14352.0,SUV,Urban,1.022,1.39,0.273,0,RearEnd,False,Shared,True,Clear,1,0,False
CLM1003353,POL2003353,2024-08-16,2024-08-16,3600.84,Collision,25000,25000,1000,8,68,D_BelowAvg,0,30794.0,SUV,Urban,1.137,1.116,0.079,0,RearEnd,False,Insured,True,Clear,0,0,False
CLM1003354,POL2003354,2025-03-04,2025-03-04,5612.94,Liability,100000,50000,0,73,42,B_Good,3,13870.0,Economy,Urban,1.35,1.117,0.333,0,RearEnd,False,Insured,True,Clear,0,1,False
CLM1003355,POL2003355,2024-07-14,2024-07-15,2964.85,Liability,50000,10000,500,45,48,B_Good,11,12786.0,SUV,Urban,1.028,1.149,0.191,1,RearEnd,False,ThirdParty,False,Rain,0,0,False
CLM1003356,POL2003356,2025-04-02,2025-04-05,368.31,Comprehensive,250000,50000,500,25,35,A_VeryGood,11,10647.0,Van,Rural,0.879,0.915,0.374,3,RearEnd,False,Shared,True,Clear,0,0,False
CLM1003357,POL2003357,2024-02-15,2024-02-15,4670.74,Liability,100000,10000,2000,185,21,E_Poor,6,25763.0,Pickup,Suburban,0.991,0.905,0.305,0,SingleVehicle,False,Insured,False,Clear,0,0,True
CLM1003358,POL2003358,2025-08-22,2025-08-29,0.0,Collision,50000,25000,2500,201,61,C_Average,12,7741.0,Van,Suburban,0.959,1.292,0.052,7,Angle,False,Insured,False,Rain,0,0,False
CLM1003359,POL2003359,2025-02-10,2025-02-13,0.0,Comprehensive,500000,10000,2000,107,25,C_Average,14,15152.0,SUV,Suburban,1.032,0.996,0.322,3,Other,False,Insured,True,Fog,0,0,False
CLM1003360,POL2003360,2024-04-15,2024-04-17,560.58,Comprehensive,250000,50000,1500,104,30,B_Good,12,6778.0,Sedan,Urban,1.371,1.049,0.229,2,RearEnd,False,ThirdParty,True,Clear,0,0,False
CLM1003361,POL2003361,2025-05-08,2025-05-10,1212.8,Comprehensive,250000,50000,500,4,37,C_Average,8,14209.0,Sedan,Urban,1.167,1.379,0.022,2,Angle,True,Insured,True,Clear,1,0,False
CLM1003362,POL2003362,2024-08-10,2024-08-10,3855.07,Liability,50000,50000,2000,79,55,A_VeryGood,14,8948.0,Sedan,Suburban,0.989,0.889,0.083,0,Sideswipe,False,ThirdParty,False,Clear,0,1,False
CLM1003363,POL2003363,2025-04-22,2025-04-25,1774.77,Collision,500000,25000,1000,73,34,B_Good,9,8599.0,Economy,Suburban,1.006,1.059,0.394,3,RearEnd,False,ThirdParty,True,Clear,3,0,False
CLM1003364,POL2003364,2025-03-12,2025-03-12,1222.12,Collision,50000,50000,1000,39,65,A_VeryGood,5,14345.0,Economy,Urban,1.306,1.313,0.025,0,RearEnd,False,ThirdParty,True,Rain,0,1,False
CLM1003365,POL2003365,2025-02-19,2025-02-20,1086.15,Liability,25000,25000,0,186,45,C_Average,8,18121.0,Sedan,Urban,1.054,1.138,0.264,1,Parked,False,ThirdParty,False,Clear,0,1,False
CLM1003366,POL2003366,2024-01-12,2024-01-15,0.0,Comprehensive,250000,10000,1500,220,59,E_Poor,11,11145.0,SUV,Urban,1.26,1.19,0.427,3,RearEnd,False,Insured,False,Clear,0,0,False
CLM1003367,POL2003367,2023-10-28,2023-11-01,1515.6,Collision,25000,10000,500,33,29,D_BelowAvg,13,25637.0,Luxury,Suburban,1.05,0.998,0.451,4,Parked,False,ThirdParty,True,Clear,1,2,False
CLM1003368,POL2003368,2025-03-09,2025-03-10,3705.12,Liability,100000,50000,1000,3,82,B_Good,17,7276.0,Sedan,Suburban,1.067,0.953,0.312,1,Other,False,Insured,False,Clear,0,1,False
CLM1003369,POL2003369,2024-03-31,2024-04-06,4210.77,Collision,25000,250000,1000,83,38,C_Average,6,23858.0,SUV,Urban,1.374,1.288,0.655,6,Angle,False,ThirdParty,True,Clear,0,1,False
CLM1003370,POL2003370,2023-12-03,2023-12-04,3414.06,Liability,25000,25000,500,185,70,B_Good,0,27182.0,SUV,Suburban,0.912,0.979,0.229,1,Angle,False,Insured,False,Clear,0,0,False
CLM1003371,POL2003371,2024-10-25,2024-11-15,0.0,Collision,500000,50000,1500,175,56,C_Average,10,7994.0,Economy,Suburban,0.857,1.058,0.189,21,SingleVehicle,False,Insured,False,Clear,0,0,False
CLM1003372,POL2003372,2025-08-28,2025-08-28,3503.35,PIP,25000,10000,500,46,53,A_VeryGood,15,12464.0,SUV,Rural,0.908,1.053,0.249,0,Sideswipe,False,ThirdParty,True,Snow,1,1,False
CLM1003373,POL2003373,2025-03-12,2025-03-15,135.11,Collision,100000,100000,1000,151,32,D_BelowAvg,8,8271.0,Sedan,Urban,1.25,1.25,0.253,3,Sideswipe,False,Insured,True,Wind,1,0,False
CLM1003374,POL2003374,2024-05-22,2024-05-23,3498.08,Collision,50000,10000,500,61,71,B_Good,3,17868.0,Sedan,Urban,1.048,1.118,0.203,1,RearEnd,False,Insured,False,Fog,0,1,False
CLM1003375,POL2003375,2024-07-24,2024-07-26,5188.39,PIP,25000,250000,500,228,70,D_BelowAvg,7,39700.0,Pickup,Urban,1.188,1.235,0.181,2,SingleVehicle,False,Shared,False,Clear,1,0,False
CLM1003376,POL2003376,2025-03-08,2025-03-08,1143.83,Collision,25000,100000,500,11,72,D_BelowAvg,13,15605.0,Sports,Rural,0.905,0.955,0.239,0,Sideswipe,False,Insured,False,Clear,0,1,False
CLM1003377,POL2003377,2024-09-07,2024-09-08,4251.85,Liability,50000,25000,500,194,81,C_Average,8,26270.0,SUV,Rural,0.862,0.901,0.282,1,RearEnd,False,ThirdParty,False,Clear,0,1,False
CLM1003378,POL2003378,2024-11-26,2024-11-26,2651.88,Collision,25000,50000,500,92,37,B_Good,5,19398.0,SUV,Urban,1.185,1.162,0.097,0,Sideswipe,True,ThirdParty,True,Clear,0,1,False
CLM1003379,POL2003379,2025-06-20,2025-06-25,587.86,Comprehensive,250000,10000,1500,100,17,A_VeryGood,4,12616.0,Sedan,Rural,0.9,0.926,0.36,5,Sideswipe,False,ThirdParty,True,Clear,0,0,True
CLM1003380,POL2003380,2023-11-26,2023-12-03,1976.42,Liability,25000,50000,1500,98,21,C_Average,7,8751.0,Economy,Suburban,0.972,0.949,0.342,7,RearEnd,False,Insured,True,Rain,0,0,False
CLM1003381,POL2003381,2023-11-02,2023-11-09,3678.76,PIP,100000,25000,0,217,64,A_VeryGood,9,16583.0,SUV,Urban,1.206,1.311,0.112,7,Angle,False,ThirdParty,True,Ice,1,0,False
